ID,householdID,communityID,j001s1,j001s2,j001s3,j001s4,j001s5,j001s6,j002,j003,j004s1,j004s2,j004s3,j005,j006,j007
07823320401,078233204,0782332,e,e,e,e,e,6,3,2,0,0,0,6,2,2
07823321301,078233213,0782332,e,2,e,e,e,e,3,1,0,0,0,2,4,2
07823321302,078233213,0782332,e,2,e,e,e,e,2,1,0,0,0,2,4,3
07823321201,078233212,0782332,e,2,e,e,e,e,2,2,0,0,0,4,4,2
07823321202,078233212,0782332,e,e,e,e,e,6,1,3,0,0,0,4,3,2
07823322501,078233225,0782332,e,2,e,e,e,e,2,2,0,0,0,3,4,1
07823322502,078233225,0782332,e,2,e,e,e,e,3,1,0,0,0,5,3,2
07823321602,078233216,0782332,1,e,e,e,e,e,,1,0,0,0,2,4,1
07823321601,078233216,0782332,e,2,e,e,e,e,3,2,0,0,0,4,4,2
07823320102,078233201,0782332,e,2,e,e,e,e,2,1,0,0,0,2,4,3
07823320101,078233201,0782332,e,2,e,e,e,e,2,1,0,0,0,3,4,2
07823322101,078233221,0782332,e,e,e,e,e,6,1,1,0,0,0,4,4,2
07823322102,078233221,0782332,1,e,e,e,e,e,,1,0,0,0,4,4,2
07823322201,078233222,0782332,e,e,e,e,e,6,1,4,0,0,0,5,3,2
07823320601,078233206,0782332,1,e,e,e,e,e,,4,0,0,0,6,2,2
07823321502,078233215,0782332,1,e,e,e,e,e,,1,0,0,0,4,3,2
07823321501,078233215,0782332,e,2,e,e,e,e,2,1,0,0,0,4,4,2
07823322401,078233224,0782332,1,e,e,e,e,e,,6,0,0,0,5,3,2
07823322402,078233224,0782332,e,2,e,e,e,e,2,6,0,0,0,2,5,3
07823332802,078233328,0782333,e,2,e,e,e,e,2,2,0,0,0,4,4,1
07823332801,078233328,0782333,e,2,e,e,e,e,3,2,0,0,0,4,4,1
07823330202,078233302,0782333,e,e,e,e,e,6,3,6,0,0,0,2,5,3
07823330201,078233302,0782333,e,e,e,4,e,e,3,2,0,0,0,3,4,1
07823331302,078233313,0782333,e,e,e,4,e,e,2,2,0,0,0,2,5,2
07823331301,078233313,0782333,e,e,e,4,e,e,3,2,0,0,0,2,5,3
07823331001,078233310,0782333,e,2,e,e,5,e,,6,0,0,0,2,5,3
07823331002,078233310,0782333,e,2,e,e,e,e,3,6,0,0,0,2,6,3
07823332302,078233323,0782333,e,2,e,e,e,e,2,5,e,2,e,3,5,1
07823332301,078233323,0782333,1,e,e,e,e,e,,2,0,0,0,2,5,1
07823330401,078233304,0782333,e,e,e,e,e,6,2,2,0,0,0,6,2,2
07823331602,078233316,0782333,e,2,e,e,e,e,3,1,0,0,0,2,5,1
07823331601,078233316,0782333,e,2,e,e,e,e,2,2,0,0,0,2,4,1
07823332901,078233329,0782333,e,2,e,e,e,e,2,5,e,2,3,2,5,1
07823332902,078233329,0782333,e,2,e,e,e,e,3,1,0,0,0,2,5,1
07823331801,078233318,0782333,e,e,e,e,e,6,3,1,0,0,0,1,6,3
07823331802,078233318,0782333,e,e,e,e,e,6,1,1,0,0,0,4,4,2
07823331102,078233311,0782333,e,2,e,e,e,6,,3,0,0,0,5,3,1
07823331101,078233311,0782333,e,2,e,e,e,6,,3,0,0,0,6,1,1
07823332001,078233320,0782333,e,e,e,e,e,6,2,1,0,0,0,1,6,2
07823330302,078233303,0782333,e,e,e,e,5,e,3,2,0,0,0,3,4,2
07823330301,078233303,0782333,1,e,e,e,e,e,,1,0,0,0,2,6,3
07823332101,078233321,0782333,1,e,e,e,e,e,,1,0,0,0,3,5,2
07823330802,078233308,0782333,e,2,e,e,5,e,,5,e,e,3,4,4,2
07823330801,078233308,0782333,e,2,e,e,5,e,,5,e,2,e,4,3,2
07823331201,078233312,0782333,e,e,e,e,5,e,2,5,e,e,3,2,5,2
07823331202,078233312,0782333,1,e,e,e,e,e,,6,0,0,0,3,4,1
07823330701,078233307,0782333,e,2,e,e,e,e,3,2,0,0,0,6,2,2
07823330702,078233307,0782333,e,2,e,e,e,e,3,2,0,0,0,2,5,2
07823330601,078233306,0782333,1,e,e,e,e,e,,1,0,0,0,4,5,2
07823330602,078233306,0782333,e,e,e,e,e,6,3,1,0,0,0,1,5,2
07823332601,078233326,0782333,e,e,e,e,e,6,2,2,0,0,0,3,5,2
07823331501,078233315,0782333,e,e,e,e,e,6,3,2,0,0,0,3,5,2
07823332201,078233322,0782333,1,e,e,e,e,e,,3,0,0,0,5,3,2
07823332202,078233322,0782333,e,e,e,4,e,e,1,4,0,0,0,5,3,2
07823333001,078233330,0782333,1,e,e,e,e,e,,1,0,0,0,2,5,2
07823330501,078233305,0782333,1,e,e,e,e,e,,1,0,0,0,2,5,2
07823331901,078233319,0782333,e,2,e,e,e,e,2,2,0,0,0,2,4,2
07823331902,078233319,0782333,1,e,e,e,e,e,,1,0,0,0,2,5,3
07823331701,078233317,0782333,e,e,e,e,e,6,2,1,0,0,0,2,5,2
07823331702,078233317,0782333,e,e,e,e,e,6,3,1,0,0,0,1,5,3
07823332502,078233325,0782333,1,e,e,e,e,e,,5,e,e,3,2,5,1
07823332501,078233325,0782333,1,e,e,e,e,e,,6,0,0,0,1,6,1
07823332402,078233324,0782333,1,e,e,e,e,e,,1,0,0,0,2,5,3
07823332401,078233324,0782333,e,e,e,e,e,6,2,1,0,0,0,4,4,2
07823332701,078233327,0782333,1,e,e,e,e,e,,1,0,0,0,3,5,2
07823332702,078233327,0782333,e,e,e,e,e,6,1,1,0,0,0,4,4,2
07823331401,078233314,0782333,1,e,e,e,e,e,,1,0,0,0,4,5,3
07823331402,078233314,0782333,1,e,e,e,e,e,,1,0,0,0,4,4,2
07823330102,078233301,0782333,1,e,e,e,e,e,,4,0,0,0,2,4,3
07823330101,078233301,0782333,e,e,e,e,e,6,3,1,0,0,0,2,5,3
07823330901,078233309,0782333,e,e,e,e,e,6,2,2,0,0,0,4,5,2
07550410701,075504107,0755041,e,2,e,e,e,e,2,1,0,0,0,2,5,3
07550410702,075504107,0755041,e,2,e,e,e,e,3,1,0,0,0,1,6,1
07550410801,075504108,0755041,1,e,e,e,e,e,,1,0,0,0,4,4,2
07550410802,075504108,0755041,1,e,e,e,e,e,,1,0,0,0,4,4,2
07550412101,075504121,0755041,e,2,e,e,e,e,3,1,0,0,0,2,5,3
07550412102,075504121,0755041,e,2,e,e,e,e,2,1,0,0,0,1,5,3
07550411601,075504116,0755041,e,2,e,e,e,e,1,2,0,0,0,2,6,3
07550411602,075504116,0755041,e,2,e,e,e,e,1,2,0,0,0,2,5,3
07550410901,075504109,0755041,e,e,e,e,5,e,1,1,0,0,0,4,4,2
07550410902,075504109,0755041,e,2,e,e,5,e,,1,0,0,0,2,2,2
07550410501,075504105,0755041,e,e,e,4,e,e,3,1,0,0,0,1,5,3
07550410502,075504105,0755041,1,e,e,e,e,e,,1,0,0,0,1,5,3
07550410101,075504101,0755041,e,2,e,e,e,e,2,1,0,0,0,4,4,1
07550410102,075504101,0755041,e,2,e,e,e,6,,2,0,0,0,4,4,1
07550411302,075504113,0755041,e,2,e,e,e,e,2,1,0,0,0,5,4,2
07550411301,075504113,0755041,e,2,e,4,e,e,,1,0,0,0,2,4,1
07550411902,075504119,0755041,e,2,e,e,e,e,2,2,0,0,0,3,4,3
07550411901,075504119,0755041,e,2,e,e,e,e,2,1,0,0,0,4,4,2
07550411202,075504112,0755041,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550411201,075504112,0755041,e,2,e,e,e,e,3,4,0,0,0,3,4,2
07550411701,075504117,0755041,1,e,e,e,e,e,,2,0,0,0,2,5,3
07550411702,075504117,0755041,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550411501,075504115,0755041,1,e,e,e,e,e,,2,0,0,0,2,5,3
07550411502,075504115,0755041,e,2,e,e,e,e,2,1,0,0,0,2,5,3
07550411101,075504111,0755041,e,2,e,e,e,6,,1,0,0,0,2,5,3
07550411102,075504111,0755041,e,e,e,4,e,e,2,1,0,0,0,3,4,3
07550412002,075504120,0755041,e,2,e,e,e,e,2,2,0,0,0,3,5,3
07550412001,075504120,0755041,e,2,e,4,e,6,,3,0,0,0,4,3,2
07550410401,075504104,0755041,e,2,e,e,e,e,3,1,0,0,0,1,5,3
07550410402,075504104,0755041,1,e,e,e,e,e,,1,0,0,0,2,5,1
07550410601,075504106,0755041,e,e,e,e,5,e,3,2,0,0,0,3,4,3
07550410202,075504102,0755041,e,2,e,e,e,e,3,1,0,0,0,2,5,3
07550410201,075504102,0755041,1,e,e,e,e,e,,1,0,0,0,1,6,3
07550410301,075504103,0755041,1,e,e,e,e,e,,1,0,0,0,3,4,3
07550411002,075504110,0755041,e,2,e,e,e,e,3,1,0,0,0,3,5,3
07550411001,075504110,0755041,e,2,e,e,e,e,3,2,0,0,0,2,5,1
07550411801,075504118,0755041,1,e,e,e,e,e,,1,0,0,0,3,5,1
07550411402,075504114,0755041,1,e,e,e,e,e,,1,0,0,0,3,5,2
07550411401,075504114,0755041,e,2,e,e,e,e,3,1,0,0,0,2,5,2
07550420301,075504203,0755042,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550421101,075504211,0755042,e,2,e,e,e,e,3,1,0,0,0,1,6,3
07550421102,075504211,0755042,e,2,3,e,e,e,,1,0,0,0,1,6,3
07550421202,075504212,0755042,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550421201,075504212,0755042,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550421401,075504214,0755042,1,e,e,e,e,e,,2,0,0,0,3,5,1
07550420502,075504205,0755042,e,e,e,e,5,e,2,2,0,0,0,2,5,3
07550420501,075504205,0755042,e,e,e,e,e,6,3,1,0,0,0,1,6,3
07550420401,075504204,0755042,e,2,e,e,e,6,,1,0,0,0,1,5,2
07550420402,075504204,0755042,e,2,e,e,e,6,,1,0,0,0,2,5,1
07550420901,075504209,0755042,e,2,e,e,e,e,3,1,0,0,0,2,4,1
07550420902,075504209,0755042,1,e,e,e,e,e,,1,0,0,0,2,5,1
07550420601,075504206,0755042,e,2,e,e,e,e,3,1,0,0,0,1,5,1
07550420102,075504201,0755042,e,2,e,4,e,e,,1,0,0,0,2,5,3
07550420101,075504201,0755042,e,2,e,e,e,e,3,1,0,0,0,1,5,3
07550420201,075504202,0755042,1,e,e,e,e,e,,1,0,0,0,1,6,3
07550420701,075504207,0755042,1,e,e,e,e,e,,1,0,0,0,2,4,3
07550421302,075504213,0755042,1,e,e,e,e,e,,1,0,0,0,3,5,3
07550421301,075504213,0755042,e,2,e,4,e,e,,1,0,0,0,4,3,3
07550420802,075504208,0755042,e,2,e,e,e,e,3,1,0,0,0,1,6,3
07550420801,075504208,0755042,1,e,e,e,e,e,,1,0,0,0,1,1,1
07550430102,075504301,0755043,e,2,e,e,e,e,2,2,0,0,0,3,4,1
07550430101,075504301,0755043,e,2,e,e,e,e,3,2,0,0,0,2,5,2
07550430702,075504307,0755043,e,e,e,4,e,e,3,2,0,0,0,2,5,3
07550430701,075504307,0755043,e,e,e,4,e,e,3,2,0,0,0,2,5,3
07550430801,075504308,0755043,e,e,e,4,e,e,3,2,0,0,0,2,5,3
07550430201,075504302,0755043,1,e,e,e,e,e,,2,0,0,0,2,6,3
07550430202,075504302,0755043,1,e,e,e,e,e,,2,0,0,0,2,5,3
07550430402,075504304,0755043,1,e,e,e,e,e,,2,0,0,0,2,5,1
07550430401,075504304,0755043,e,2,e,e,e,e,2,2,0,0,0,2,5,1
07550430902,075504309,0755043,1,e,e,e,e,e,,1,0,0,0,2,5,3
07550430901,075504309,0755043,1,e,e,e,e,e,,2,0,0,0,2,5,3
07550431001,075504310,0755043,1,e,e,e,e,e,,1,0,0,0,2,6,3
07550430302,075504303,0755043,e,2,e,e,e,e,2,2,0,0,0,2,5,3
07550430301,075504303,0755043,e,2,e,e,e,e,3,2,0,0,0,2,5,3
07550430501,075504305,0755043,e,2,e,4,e,e,,3,0,0,0,2,4,3
07550430502,075504305,0755043,e,e,e,4,e,e,3,2,0,0,0,2,6,3
07463120601,074631206,0746312,1,e,e,4,e,e,,2,0,0,0,3,5,3
07463120602,074631206,0746312,e,e,e,e,5,e,3,1,0,0,0,4,3,2
07463121001,074631210,0746312,1,e,e,e,e,e,,1,0,0,0,3,5,2
07463121202,074631212,0746312,e,e,e,e,e,6,2,1,0,0,0,2,6,3
07463121201,074631212,0746312,e,2,e,4,e,e,,2,0,0,0,3,5,2
07463120301,074631203,0746312,e,e,e,e,e,6,2,3,0,0,0,4,3,3
07463120501,074631205,0746312,e,2,e,4,e,e,,2,0,0,0,5,3,2
07463120502,074631205,0746312,e,2,e,4,e,e,,2,0,0,0,6,2,2
07463121302,074631213,0746312,e,2,e,e,e,e,3,1,0,0,0,4,4,2
07463121301,074631213,0746312,e,2,e,e,e,e,3,2,0,0,0,5,5,2
07463120801,074631208,0746312,e,2,e,e,e,e,3,2,0,0,0,3,4,3
07463120802,074631208,0746312,e,2,e,e,e,e,3,2,0,0,0,6,2,2
07463120202,074631202,0746312,1,e,e,e,e,e,,1,0,0,0,3,6,1
07463120201,074631202,0746312,e,2,e,e,e,e,1,1,0,0,0,6,3,2
07463121102,074631211,0746312,e,2,e,e,e,e,3,1,0,0,0,4,3,3
07463121101,074631211,0746312,e,2,e,e,e,e,3,2,0,0,0,4,3,2
07463120401,074631204,0746312,1,e,e,e,e,e,,2,0,0,0,2,5,1
07463120402,074631204,0746312,e,2,e,e,e,6,,2,0,0,0,3,5,2
07463120101,074631201,0746312,e,e,e,4,e,e,3,1,0,0,0,3,6,2
07463120902,074631209,0746312,e,e,e,4,e,e,3,1,0,0,0,2,6,2
07463120901,074631209,0746312,e,e,e,4,e,e,3,1,0,0,0,3,5,3
07463120702,074631207,0746312,e,2,e,e,e,e,3,2,0,0,0,3,3,3
07463120701,074631207,0746312,e,2,e,e,e,e,3,1,0,0,0,4,3,2
07463111602,074631116,0746311,e,e,e,4,e,6,,1,0,0,0,4,4,2
07463111601,074631116,0746311,e,e,e,e,5,e,3,1,0,0,0,4,3,2
07463111502,074631115,0746311,e,2,e,e,e,e,3,1,0,0,0,3,6,3
07463111501,074631115,0746311,e,2,e,e,e,e,3,1,0,0,0,3,6,3
07463110902,074631109,0746311,e,e,e,4,5,e,,1,0,0,0,2,5,3
07463110901,074631109,0746311,e,e,e,4,e,6,,1,0,0,0,3,4,1
07463110702,074631107,0746311,1,e,e,e,e,e,,2,0,0,0,4,4,2
07463110701,074631107,0746311,1,e,e,e,e,e,,1,0,0,0,4,4,2
07463111401,074631114,0746311,e,e,e,4,e,e,3,1,0,0,0,4,3,2
07463111302,074631113,0746311,e,2,e,4,e,6,,1,0,0,0,4,3,2
07463111301,074631113,0746311,e,e,e,4,5,e,,1,0,0,0,5,3,2
07463110101,074631101,0746311,e,2,e,e,e,e,3,2,0,0,0,5,3,2
07463110102,074631101,0746311,e,2,e,e,e,e,3,1,0,0,0,6,3,2
07463110502,074631105,0746311,1,e,e,e,e,e,,2,0,0,0,3,5,2
07463110501,074631105,0746311,e,2,e,e,e,e,2,2,0,0,0,4,4,2
07463111801,074631118,0746311,e,2,e,e,e,e,2,1,0,0,0,4,4,2
07463111802,074631118,0746311,e,2,e,4,e,6,,1,0,0,0,4,4,2
07463112101,074631121,0746311,1,e,e,e,e,e,,1,0,0,0,3,3,2
07463111201,074631112,0746311,e,e,e,4,5,e,,1,0,0,0,6,2,2
07463110202,074631102,0746311,e,2,e,e,e,e,2,1,0,0,0,3,6,3
07463110201,074631102,0746311,e,2,e,e,e,e,2,1,0,0,0,2,6,2
07463110302,074631103,0746311,e,2,e,e,e,6,,1,0,0,0,5,3,2
07463110301,074631103,0746311,e,2,e,e,e,6,,1,0,0,0,6,3,2
07463110801,074631108,0746311,e,e,e,4,e,e,3,1,0,0,0,2,6,3
07463110802,074631108,0746311,e,2,e,e,e,e,3,1,0,0,0,3,5,2
07463110401,074631104,0746311,e,2,e,e,e,6,,1,0,0,0,3,4,3
07463110402,074631104,0746311,e,2,e,e,e,e,3,2,0,0,0,4,3,2
07463112401,074631124,0746311,e,2,e,4,e,e,,1,0,0,0,2,5,3
07463112402,074631124,0746311,1,e,e,e,e,e,,1,0,0,0,5,3,2
07463111702,074631117,0746311,e,2,e,e,e,e,3,2,0,0,0,3,4,3
07463111701,074631117,0746311,1,e,e,e,e,e,,1,0,0,0,4,3,2
07463112001,074631120,0746311,e,e,e,e,5,e,3,1,0,0,0,4,4,2
07463112002,074631120,0746311,e,e,e,e,e,6,3,1,0,0,0,4,4,2
07463111902,074631119,0746311,1,e,e,e,e,e,,1,0,0,0,3,5,3
07463111901,074631119,0746311,e,2,e,e,e,6,,2,0,0,0,5,4,2
07463112301,074631123,0746311,e,2,e,e,e,e,3,2,0,0,0,3,4,3
07463112302,074631123,0746311,e,2,e,e,e,e,3,2,0,0,0,4,3,2
07463110601,074631106,0746311,1,e,e,e,e,e,,1,0,0,0,5,4,2
07463111102,074631111,0746311,e,e,e,e,e,6,3,1,0,0,0,4,4,2
07463111101,074631111,0746311,1,e,e,e,e,e,,1,0,0,0,4,4,2
07463112202,074631122,0746311,e,2,e,e,5,e,,1,0,0,0,4,4,1
07463112201,074631122,0746311,e,e,e,e,5,e,2,1,0,0,0,4,4,2
07463111001,074631110,0746311,1,e,e,e,e,e,,1,0,0,0,5,4,2
07463132502,074631325,0746313,e,2,e,e,e,e,3,2,0,0,0,5,3,2
07463132501,074631325,0746313,e,2,e,e,e,e,3,2,0,0,0,4,3,2
07463132002,074631320,0746313,e,2,e,e,e,e,2,1,0,0,0,3,5,2
07463132001,074631320,0746313,1,e,e,e,e,e,,1,0,0,0,4,5,2
07463130801,074631308,0746313,1,e,e,e,e,e,,2,0,0,0,5,4,2
07463131001,074631310,0746313,e,2,e,e,e,e,3,3,0,0,0,3,4,3
07463131002,074631310,0746313,e,2,e,e,e,e,3,2,0,0,0,4,3,2
07463130501,074631305,0746313,e,2,e,4,e,e,,2,0,0,0,3,4,3
07463130502,074631305,0746313,e,2,e,4,e,e,,2,0,0,0,4,3,2
07463131801,074631318,0746313,1,e,e,e,e,e,,1,0,0,0,5,3,2
07463130901,074631309,0746313,1,e,e,e,e,e,,2,0,0,0,6,2,2
07463131702,074631317,0746313,1,e,e,e,e,e,,1,0,0,0,4,4,2
07463131701,074631317,0746313,e,2,e,e,e,e,2,1,0,0,0,4,4,2
07463131501,074631315,0746313,e,2,e,4,e,e,,2,0,0,0,3,4,3
07463131502,074631315,0746313,e,2,e,4,e,e,,1,0,0,0,6,2,2
07463132101,074631321,0746313,e,2,e,4,e,e,,1,0,0,0,3,5,1
07463132102,074631321,0746313,e,2,e,e,e,e,2,2,0,0,0,5,4,2
07463131601,074631316,0746313,e,e,e,e,5,e,2,1,0,0,0,3,5,2
07463132202,074631322,0746313,e,2,e,e,e,e,2,2,0,0,0,3,4,3
07463132201,074631322,0746313,e,2,e,e,e,e,3,3,0,0,0,5,2,2
07463131901,074631319,0746313,1,e,e,e,e,e,,1,0,0,0,4,5,2
07463130401,074631304,0746313,e,2,e,4,5,e,,2,0,0,0,4,3,3
07463130402,074631304,0746313,e,2,e,4,e,e,,1,0,0,0,5,2,2
07463130202,074631302,0746313,e,2,e,4,e,e,,2,0,0,0,3,5,3
07463130201,074631302,0746313,e,2,e,e,e,e,3,2,0,0,0,4,4,2
07463130302,074631303,0746313,e,e,e,4,e,e,3,1,0,0,0,3,6,1
07463130301,074631303,0746313,1,e,e,e,e,e,,1,0,0,0,2,6,1
07463131402,074631314,0746313,e,2,e,e,e,e,2,1,0,0,0,3,5,2
07463131401,074631314,0746313,1,e,e,e,e,e,,1,0,0,0,3,5,2
07463130701,074631307,0746313,1,e,e,e,e,e,,2,0,0,0,3,3,2
07463130602,074631306,0746313,e,2,e,e,e,6,,2,0,0,0,4,4,2
07463130601,074631306,0746313,e,2,e,e,5,6,,2,0,0,0,5,4,2
07463131301,074631313,0746313,e,2,e,e,e,e,3,1,0,0,0,4,3,2
07463131302,074631313,0746313,e,2,e,e,e,e,3,1,0,0,0,6,2,3
07463132301,074631323,0746313,e,2,e,4,e,e,,1,0,0,0,2,6,3
07463132302,074631323,0746313,e,e,e,4,e,e,1,2,0,0,0,3,5,2
07463130101,074631301,0746313,e,2,e,4,e,e,,2,0,0,0,3,5,2
07463130102,074631301,0746313,e,2,e,e,e,6,,2,0,0,0,4,5,2
07463132401,074631324,0746313,e,2,e,e,e,e,3,1,0,0,0,3,5,2
07463132402,074631324,0746313,e,2,e,4,e,e,,2,0,0,0,3,5,2
07463131102,074631311,0746313,e,2,e,4,e,6,,3,0,0,0,5,3,2
07463131101,074631311,0746313,e,2,e,e,e,6,,3,0,0,0,5,3,2
07463131201,074631312,0746313,e,2,e,e,e,e,3,2,0,0,0,2,5,3
07463131202,074631312,0746313,e,e,e,4,e,e,3,1,0,0,0,3,4,3
07498132101,074981321,0749813,e,2,e,e,e,e,2,1,0,0,0,2,5,2
07498132102,074981321,0749813,e,2,e,e,e,e,2,1,0,0,0,1,4,2
07498131701,074981317,0749813,1,e,e,e,e,e,,1,0,0,0,3,5,2
07498132402,074981324,0749813,e,e,e,e,5,e,3,1,0,0,0,1,6,2
07498132401,074981324,0749813,e,e,e,e,e,6,3,1,0,0,0,1,5,2
07498131801,074981318,0749813,e,2,e,e,e,e,2,1,0,0,0,3,2,3
07498131802,074981318,0749813,e,2,e,e,5,e,,2,0,0,0,2,4,2
07498132602,074981326,0749813,e,2,e,e,e,e,2,1,0,0,0,3,5,1
07498132601,074981326,0749813,1,e,e,e,e,e,,1,0,0,0,2,5,2
07498130401,074981304,0749813,1,e,e,e,e,e,,1,0,0,0,2,4,2
07498132701,074981327,0749813,e,2,e,e,e,e,2,1,0,0,0,1,1,3
07498132702,074981327,0749813,e,2,e,e,e,e,2,1,0,0,0,2,4,2
07498130701,074981307,0749813,e,2,e,e,e,e,2,2,0,0,0,3,5,2
07498130702,074981307,0749813,e,2,e,e,e,e,2,2,0,0,0,4,4,2
07498130502,074981305,0749813,e,2,e,e,e,e,2,1,0,0,0,3,5,2
07498130501,074981305,0749813,e,2,e,e,e,e,3,1,0,0,0,3,5,2
07498131601,074981316,0749813,e,2,e,e,e,e,3,1,0,0,0,1,5,3
07498131602,074981316,0749813,e,2,e,e,e,e,1,2,0,0,0,4,4,2
07498132202,074981322,0749813,e,2,e,e,e,e,2,1,0,0,0,5,4,2
07498132201,074981322,0749813,e,e,e,4,5,6,,1,0,0,0,4,4,2
07498130602,074981306,0749813,1,e,e,e,e,e,,1,0,0,0,1,1,3
07498130601,074981306,0749813,e,2,e,e,e,e,1,2,0,0,0,4,4,2
07498131102,074981311,0749813,e,e,e,e,5,e,3,1,0,0,0,1,5,2
07498131101,074981311,0749813,e,2,e,e,e,e,3,1,0,0,0,3,5,2
07498132501,074981325,0749813,e,e,e,e,5,e,3,2,0,0,0,3,5,2
07498132502,074981325,0749813,1,e,e,e,e,e,,1,0,0,0,2,5,2
07498130901,074981309,0749813,1,e,e,e,e,e,,2,0,0,0,4,4,1
07498130902,074981309,0749813,e,2,e,e,e,e,2,1,0,0,0,1,5,2
07498130202,074981302,0749813,1,e,e,e,e,e,,1,0,0,0,1,6,2
07498132301,074981323,0749813,1,e,e,e,e,e,,1,0,0,0,1,1,3
07498131001,074981310,0749813,e,2,e,e,e,e,2,5,e,e,3,3,4,2
07498131002,074981310,0749813,e,2,e,e,e,6,,5,e,e,3,3,4,2
07498131401,074981314,0749813,1,e,e,e,e,e,,1,0,0,0,3,5,2
07498131201,074981312,0749813,e,e,e,e,e,6,3,1,0,0,0,1,6,1
07498131202,074981312,0749813,e,2,e,e,e,e,2,2,0,0,0,3,5,2
07498130802,074981308,0749813,1,e,e,e,e,e,,1,0,0,0,3,4,2
07498130801,074981308,0749813,1,e,e,e,e,e,,1,0,0,0,4,4,2
07498131501,074981315,0749813,1,e,e,e,e,e,,1,0,0,0,2,5,2
07498131901,074981319,0749813,e,e,e,e,e,6,3,1,0,0,0,3,5,3
07498122302,074981223,0749812,e,2,e,e,e,e,2,1,0,0,0,2,5,2
07498122301,074981223,0749812,e,2,e,e,e,e,2,1,0,0,0,1,5,2
07498122401,074981224,0749812,e,2,e,e,e,e,2,1,0,0,0,1,6,3
07498122402,074981224,0749812,e,e,e,e,5,e,2,2,0,0,0,4,4,2
07498121801,074981218,0749812,e,e,e,e,e,6,3,1,0,0,0,2,5,2
07498120102,074981201,0749812,e,2,e,e,e,e,3,1,0,0,0,1,5,3
07498120101,074981201,0749812,1,e,e,e,e,e,,1,0,0,0,2,4,2
07498120601,074981206,0749812,e,2,e,e,e,e,2,1,0,0,0,3,5,1
07498120602,074981206,0749812,e,2,e,e,e,6,,2,0,0,0,5,2,2
07498121401,074981214,0749812,e,e,3,e,e,e,3,1,0,0,0,3,1,1
07498121402,074981214,0749812,e,2,3,e,e,e,,3,0,0,0,6,2,2
07498122001,074981220,0749812,e,e,e,4,e,e,2,1,0,0,0,3,4,2
07498120401,074981204,0749812,e,2,e,e,e,e,3,1,0,0,0,2,4,3
07498120402,074981204,0749812,e,2,e,e,e,e,3,2,0,0,0,3,4,2
07498120202,074981202,0749812,e,e,e,4,5,e,,2,0,0,0,2,6,3
07498120201,074981202,0749812,e,2,e,4,e,e,,1,0,0,0,2,5,2
07498121601,074981216,0749812,e,2,e,4,e,e,,1,0,0,0,2,5,3
07498121602,074981216,0749812,e,2,e,4,e,e,,1,0,0,0,1,5,2
07498120701,074981207,0749812,e,e,e,4,e,e,2,1,0,0,0,2,5,2
07498122201,074981222,0749812,e,e,e,4,e,e,2,1,0,0,0,3,5,1
07498122202,074981222,0749812,e,2,e,4,e,e,,3,0,0,0,5,2,2
07498121702,074981217,0749812,1,e,e,e,e,e,,1,0,0,0,5,5,2
07498121701,074981217,0749812,e,e,e,4,e,e,3,1,0,0,0,2,5,2
07498120302,074981203,0749812,e,2,e,4,e,e,,2,0,0,0,3,4,3
07498120301,074981203,0749812,e,e,e,4,e,e,2,2,0,0,0,4,4,2
07498121501,074981215,0749812,e,e,e,e,5,e,2,2,0,0,0,3,4,2
07498121301,074981213,0749812,e,e,e,4,e,e,2,2,0,0,0,3,4,2
07498121202,074981212,0749812,e,2,e,e,e,e,3,1,0,0,0,1,6,3
07498121201,074981212,0749812,1,e,e,e,e,e,,5,e,e,3,3,5,3
07498122102,074981221,0749812,e,e,e,e,5,e,2,2,0,0,0,3,4,2
07498122101,074981221,0749812,e,2,e,e,e,e,2,2,0,0,0,4,4,2
07498121002,074981210,0749812,e,2,e,e,e,e,3,2,0,0,0,3,3,1
07498121001,074981210,0749812,e,2,e,e,e,e,2,3,0,0,0,4,4,2
07498120902,074981209,0749812,1,e,e,e,e,e,,1,0,0,0,2,4,2
07498120901,074981209,0749812,1,e,e,e,e,e,,1,0,0,0,1,5,2
07498120502,074981205,0749812,e,2,e,e,e,e,3,1,0,0,0,1,5,2
07498120501,074981205,0749812,e,e,e,e,5,e,3,1,0,0,0,2,4,3
07498122501,074981225,0749812,e,e,e,e,5,e,2,2,0,0,0,2,4,2
07498120801,074981208,0749812,1,e,e,e,e,e,,1,0,0,0,1,5,1
07498120802,074981208,0749812,e,e,e,4,e,6,,5,e,e,3,5,4,2
07498121902,074981219,0749812,1,e,e,e,e,e,,1,0,0,0,1,5,3
07498121101,074981211,0749812,e,2,e,e,e,e,3,1,0,0,0,1,6,3
07498121102,074981211,0749812,e,e,e,e,e,6,3,1,0,0,0,2,5,3
07498112201,074981122,0749811,e,e,e,e,e,6,3,2,0,0,0,2,5,2
07498110101,074981101,0749811,1,e,e,e,e,e,,2,0,0,0,3,4,2
07498110202,074981102,0749811,1,e,e,e,e,e,,1,0,0,0,1,5,3
07498110201,074981102,0749811,1,e,e,e,e,e,,1,0,0,0,3,4,2
