householdID,communityID,i001,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_2,i012_3,i012_4,i012_5,i013,i014s1,i014s2,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026
296006324,2960063,d,d,2,3,2006,,1,1,,,2,1,5,1,1,1,0,,1,e,2,2,2,3,2,2,2,1,2,2,5,3
296006318,2960063,60,220,2,2,1980,,1,1,,,2,1,2,1,0,0,0,10,1,e,1,1,1,2,2,2,2,6,1,2,3,3
296006301,2960063,80,198,2,3,1988,,1,1,,,2,1,3,2,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,5,3
296006308,2960063,50,d,2,9,1983,,1,1,,,2,1,2,1,1,0,0,,1,e,2,2,2,3,2,2,6,6,1,2,4,3
296006322,2960063,115,396,2,2,1974,,1,1,,,2,1,1,6,1,1,0,,1,e,2,1,2,2,2,2,2,2,1,2,4,2
296006323,2960063,d,217,2,3,d,4,1,1,,,2,1,3,1,1,1,0,,1,e,2,2,2,2,2,2,6,5,2,2,4,3
296006305,2960063,d,d,2,1,2011,,2,,3,2,1,,6,2,1,1,0,,1,e,2,1,2,2,2,2,2,2,1,2,4,3
296006313,2960063,d,d,2,1,2009,,2,,1,,1,,4,2,4,1,1,,1,2,1,1,1,2,2,2,2,5,1,1,4,3
296006302,2960063,44,198,2,9,1986,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,7,2,2,2,5,3
296006314,2960063,100,179,2,1,1989,,1,1,,,2,1,2,1,0,1,0,2,1,e,1,2,1,2,2,2,6,6,2,2,3,3
296006312,2960063,100,190,2,2,1989,,1,1,,,2,1,2,1,1,1,0,,1,e,1,1,2,2,2,2,6,4,2,2,2,3
296006317,2960063,100,239,2,1,d,3,1,1,,,1,,1,1,0,1,0,5,1,e,1,1,1,3,2,2,7,6,1,2,3,3
296006311,2960063,100,198,2,2,1994,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,2,2,2,6,4,1,1,3,3
296006315,2960063,200,100,2,1,d,d,1,1,,,1,,d,d,d,d,d,2,1,e,1,1,1,2,2,2,2,4,2,2,3,3
296006319,2960063,50,160,1,1,1981,,1,1,,,2,1,0,1,1,1,0,,1,e,1,1,1,3,2,2,6,4,2,2,4,2
296006306,2960063,75,75,2,2,1986,,1,1,,,2,1,2,1,0,1,0,2,1,e,2,1,2,3,2,2,6,6,2,2,5,1
296006309,2960063,88,130,2,1,1997,,1,1,,,2,1,0,0,1,0,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,3
296006310,2960063,130,240,2,3,2008,,1,1,,,1,,3,1,0,1,0,5,1,e,1,1,2,2,2,2,2,1,2,2,2,3
296006307,2960063,18,73,1,2,2005,,1,1,,,2,1,d,d,d,d,d,9,1,e,2,1,2,3,2,2,6,6,2,2,5,3
296006303,2960063,100,123,2,4,1978,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,6,6,2,2,4,2
296006321,2960063,90,90,1,1,2002,,1,1,,,1,,1,1,0,1,0,20,1,e,2,1,1,2,2,2,2,4,1,1,2,2
296006320,2960063,100,360,2,1,1972,,1,1,,,2,1,0,0,1,1,0,,1,e,2,1,2,2,2,2,6,6,2,2,3,2
296006225,2960062,100,100,2,3,d,6,1,1,,,1,,3,0,0,0,0,10,1,e,2,1,2,3,2,2,2,6,2,2,5,3
296006222,2960062,d,198,2,2,1991,,1,1,,,2,1,3,1,1,1,0,,1,e,2,2,1,3,2,2,6,6,1,2,5,2
296006207,2960062,100,198,2,2,1991,,1,1,,,1,,4,1,1,1,0,,1,e,2,1,1,2,2,2,2,4,1,2,3,3
296006214,2960062,d,d,2,1,1995,,1,1,,,2,1,4,1,1,1,0,,1,e,2,1,1,2,2,2,2,5,1,2,3,2
296006209,2960062,117,200,2,1,d,4,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,1,3,2,2,2,3,1,2,3,2
296006224,2960062,132,230,2,1,1999,,1,1,,,1,,3,1,1,1,0,,1,e,2,1,1,2,2,2,2,4,2,2,3,3
296006204,2960062,80,256,2,3,2003,,1,1,,,1,,2,1,1,1,1,,1,e,1,1,2,2,2,2,5,4,2,2,3,3
296006226,2960062,70,250,2,3,2000,,1,1,,,2,1,2,1,0,1,0,10,1,e,2,2,2,3,2,2,2,2,2,2,1,4
296006203,2960062,100,100,2,3,2001,,1,1,,,1,,2,1,1,1,1,,1,e,1,1,1,3,2,2,2,4,2,2,2,3
296006201,2960062,100,300,2,3,d,3,1,1,,,1,,2,1,0,1,0,4,1,e,2,1,1,2,2,2,2,4,2,2,3,3
296006221,2960062,100,265,2,3,1996,,1,1,,,1,,9,9,9,9,9,,1,e,2,1,2,2,2,2,2,1,2,2,3,3
296006216,2960062,84,200,2,2,1996,,1,1,,,1,,2,1,1,1,0,,1,e,1,2,1,3,2,2,2,2,2,2,4,3
296006212,2960062,132,264,2,2,2003,,1,1,,,1,,0,0,0,0,0,20,1,e,1,1,1,2,2,2,7,4,2,2,4,3
296006215,2960062,28,80,2,3,2000,,1,1,,,2,1,1,1,0,0,0,20,1,e,2,2,2,3,2,2,2,2,2,2,5,4
296006205,2960062,177,264,2,3,d,3,1,1,,,1,,9,9,8,9,9,,1,e,2,1,1,2,2,2,2,6,2,2,3,4
296006219,2960062,130,200,2,1,2000,,1,1,,,1,,3,1,1,1,0,,1,e,2,1,2,2,2,2,2,2,1,2,2,3
296006217,2960062,22,23,2,1,2003,,1,1,,,1,,3,1,1,1,0,,1,e,2,1,2,3,2,2,2,6,2,2,3,3
296006211,2960062,d,d,2,2,1998,,1,1,,,2,1,1,2,1,1,0,,1,e,2,1,2,2,2,2,2,2,2,2,3,4
296006223,2960062,60,200,2,3,2009,,1,1,,,2,1,1,1,0,0,0,5,1,e,2,1,1,3,2,2,2,4,1,2,5,3
296006208,2960062,200,250,1,1,2010,,1,1,,,1,,1,1,1,11,1,,1,e,1,1,1,3,2,2,2,4,2,2,4,3
296006220,2960062,30,140,2,9,1991,,1,1,,,2,1,1,1,0,0,0,20,1,e,2,2,2,3,2,2,6,6,2,2,5,2
296006228,2960062,100,198,2,1,2010,,1,1,,,1,,3,1,0,0,1,3,1,e,1,1,1,2,2,2,2,4,2,2,3,3
296006229,2960062,190,513,2,2,2004,,1,1,,,1,,3,1,0,1,0,1,1,e,2,2,2,2,2,2,2,6,2,2,4,2
296006218,2960062,100,200,2,3,d,3,1,1,,,1,,1,11,1,1,1,,1,e,2,1,1,2,2,2,2,4,2,2,3,3
296006206,2960062,100,265,2,3,d,4,1,1,,,1,,9,9,9,9,9,,1,e,2,1,1,3,2,2,2,1,2,2,4,3
296006227,2960062,132,264,2,3,1991,,1,1,,,1,,3,1,1,11,0,,1,e,2,1,1,3,2,2,6,6,2,2,2,3
296006210,2960062,90,200,2,1,1996,,1,1,,,1,,2,1,1,1,0,,1,e,1,1,1,2,2,2,2,2,2,2,4,3
296006213,2960062,120,140,2,2,2008,,1,1,,,1,,1,1,1,1,1,,1,e,2,1,1,2,2,2,2,6,2,2,3,3
296006202,2960062,140,200,2,1,2007,,2,,1,,1,,4,1,1,1,1,,1,e,1,1,1,2,2,2,2,2,2,2,3,3
296081124,2960811,100,195,2,3,1997,,1,1,,,1,,2,1,0,0,0,5,1,e,2,1,1,3,2,2,2,6,2,2,1,3
296081104,2960811,d,d,2,1,d,3,1,1,,,2,1,2,1,0,0,0,7,1,e,2,1,1,3,2,2,2,6,1,2,1,3
296081125,2960811,84,330,2,2,1996,,1,1,,,1,,2,1,0,0,0,7,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081128,2960811,144,296,2,2,2001,,1,1,,,1,1,3,1,0,0,0,7,1,e,2,1,1,3,2,2,6,6,1,2,4,3
296081109,2960811,75,225,2,2,1998,,1,1,,,2,1,2,1,0,0,0,7,1,e,2,1,1,3,2,2,6,6,2,2,2,3
296081122,2960811,d,d,2,2,1996,,1,1,,,1,,0,10,0,0,0,5,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081132,2960811,65,d,2,2,1987,,1,1,,,2,1,0,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,1,2,5,3
296081130,2960811,80,300,2,2,1990,,1,1,,,1,,2,1,0,0,0,8,1,e,2,1,1,3,2,2,6,6,2,2,2,3
296081103,2960811,65,100,2,3,2008,,1,1,,,2,1,1,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,2,2,3,2
296081106,2960811,20,200,2,2,2009,,1,1,,,2,1,0,1,0,0,0,8,1,e,2,1,1,3,2,2,2,6,2,2,5,2
296081127,2960811,190,210,2,2,1989,,1,2,,,1,,1,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081121,2960811,50,100,2,2,2007,,1,1,,,1,,0,1,0,0,0,5,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081131,2960811,288,388,2,1,1989,,1,2,,,1,,4,2,0,0,0,6,1,e,2,1,1,3,2,2,2,4,1,2,4,3
296081133,2960811,102,300,2,1,2008,,1,1,,,1,,2,1,0,0,0,8,1,e,2,1,1,3,2,2,6,6,1,2,4,3
296081117,2960811,120,300,2,1,2006,,1,1,,,1,,3,2,0,0,0,8,1,e,1,1,1,3,2,2,2,6,1,2,2,3
296081113,2960811,75,225,2,2,1999,,1,1,,,1,,2,1,0,0,0,5,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081129,2960811,60,150,2,9,1990,,1,1,,,1,,1,0,0,0,0,15,1,e,2,1,1,3,2,2,2,6,2,2,4,3
296081107,2960811,40,150,2,9,2003,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081110,2960811,48,112,2,2,1981,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,2,3,2,2,2,5,1,2,3,3
296081115,2960811,90,260,2,2,1999,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,1,2,3,3
296081123,2960811,45,108,2,9,1988,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,2,3,2,2,6,6,1,2,3,3
296081112,2960811,36,96,2,2,2007,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,2,3,2,2,2,6,2,2,4,3
296081102,2960811,80,259,2,2,1999,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081120,2960811,80,225,2,2,1995,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081126,2960811,90,300,2,2,1999,,1,1,,,1,,2,2,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081105,2960811,96,144,2,2,1989,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,1,3,2,1,,5,1,2,1,3
296081116,2960811,40,100,2,9,1958,,1,1,,,1,,1,1,0,0,0,10,1,e,2,2,2,3,2,2,6,6,2,2,5,2
296081111,2960811,90,300,2,2,2006,,1,1,,,1,,2,1,0,0,0,15,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081108,2960811,80,230,2,2,1990,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,1,2,3,3
296081134,2960811,10,300,2,2,2003,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,4,3
296081118,2960811,70,108,2,2,2006,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,1,2,4,3
296081114,2960811,100,300,2,9,1986,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,2,3,2,2,6,6,1,2,4,3
296081101,2960811,80,300,2,9,1980,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,1,2,4,3
296081311,2960813,50,289,2,2,1992,,1,1,,,1,,0,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081331,2960813,136,d,2,1,1999,,1,1,,,1,,3,2,0,1,0,5,1,e,1,1,1,3,2,2,2,6,2,2,1,3
296081313,2960813,90,323,2,1,2003,,1,1,,,1,,3,1,0,0,0,5,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081304,2960813,104,323,2,2,1997,,1,1,,,2,2,2,1,0,1,0,7,1,e,2,1,1,3,2,2,6,6,1,2,1,3
296081325,2960813,d,d,2,1,2009,,1,1,,,1,,1,1,0,0,0,7,1,e,2,1,2,3,2,2,6,6,2,2,2,3
296081307,2960813,77,154,2,2,2010,,1,1,,,2,1,2,1,0,0,0,7,1,e,2,1,2,3,1,2,2,6,1,2,2,3
296081324,2960813,50,300,2,2,1994,,1,1,,,2,2,1,1,0,0,0,7,1,e,2,1,1,3,2,2,2,6,2,1,3,3
296081330,2960813,40,60,2,1,1996,,1,1,,,2,1,0,1,0,0,0,5,1,e,2,1,2,3,2,2,6,6,2,2,4,3
296081301,2960813,320,225,2,3,2001,,1,1,,,2,2,4,1,0,1,0,5,1,e,1,2,1,3,2,2,2,6,2,2,1,3
296081312,2960813,50,108,2,2,1999,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,2,2,4,3
296081329,2960813,60,256,2,4,1982,,1,1,,,1,,1,1,0,0,0,20,1,e,2,2,2,3,2,2,6,6,2,2,4,2
296081316,2960813,100,400,2,3,2000,,1,1,,,1,,2,1,0,0,0,20,1,e,2,2,2,3,2,2,6,6,2,2,4,3
296081327,2960813,100,400,2,10,1960,,1,1,,,1,,2,1,0,0,0,20,1,e,2,2,1,3,2,2,2,6,2,2,3,3
296081310,2960813,34,72,2,3,1995,,1,1,,,1,,1,1,1,0,0,,1,e,2,2,1,3,2,2,2,6,2,2,4,3
296081308,2960813,45,90,2,3,1996,,1,1,,,1,,1,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081323,2960813,27,81,2,9,1949,,1,1,,,2,1,1,1,1,0,0,,1,e,2,1,2,3,2,2,2,6,2,2,5,3
296081322,2960813,50,180,1,2,2010,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,2,2,3,3
296081317,2960813,60,100,2,2,2008,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081314,2960813,90,324,2,9,1966,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081320,2960813,50,100,2,2,1998,,1,1,,,1,,1,1,0,0,0,10,1,e,2,2,1,3,2,2,2,6,2,2,4,3
296081309,2960813,108,324,2,2,2001,,1,1,,,1,,2,1,1,1,0,,1,e,1,1,1,2,2,2,2,5,1,1,3,3
296081333,2960813,40,100,2,2,2000,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,2,3,2,2,2,6,2,2,3,3
296081315,2960813,40,200,2,2,2003,,1,1,,,1,,1,1,0,0,0,10,1,e,2,2,2,3,2,2,6,6,2,2,4,3
296081319,2960813,56,225,2,3,1973,,1,1,,,1,,2,1,1,0,0,,1,e,2,1,2,3,2,2,2,6,2,2,4,2
296081318,2960813,150,380,1,2,1998,,1,1,,,1,,2,1,1,1,1,,1,e,2,1,1,2,2,2,2,5,1,2,3,3
296081332,2960813,80,225,2,2,1988,,1,1,,,1,,1,1,0,0,0,10,1,e,1,1,1,3,2,2,2,6,2,2,3,3
296081326,2960813,84,226,2,3,1999,,1,1,,,2,2,2,1,1,1,1,,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081306,2960813,80,225,2,3,1997,,1,1,,,1,,2,1,0,0,0,10,1,e,2,2,1,2,2,2,2,6,1,2,3,3
296081321,2960813,80,256,2,2,1999,,1,1,,,1,,2,1,0,0,0,15,1,e,2,1,1,3,2,2,2,6,1,2,4,3
296081328,2960813,40,330,2,3,1985,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,2,5,2,2,3,3
296081302,2960813,54,150,2,2,2008,,1,1,,,1,,2,1,0,0,0,10,1,e,1,1,1,2,2,2,2,6,1,2,3,3
296081305,2960813,151,161,2,1,2009,,1,1,,,1,,2,1,0,0,0,6,1,e,2,1,1,3,2,2,2,6,2,2,3,3
296081202,2960812,102,273,2,10,1998,,1,1,,,1,,4,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,2,2,2,2
296081209,2960812,90,300,2,10,1993,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,4,2
296081205,2960812,54,230,2,2,1990,,1,1,,,1,,2,1,0,0,0,6,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081214,2960812,200,320,2,2,1996,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,3,3
296081215,2960812,180,260,2,2,1999,,1,1,,,1,,3,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,4,3
296081203,2960812,102,266,2,2,1992,,1,1,,,1,,0,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,2,2,3,3
296081221,2960812,100,300,2,2,1980,,1,1,,,1,,0,1,0,0,0,7,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081204,2960812,50,130,2,2,2010,,1,1,,,1,,2,1,0,0,0,5,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081212,2960812,55,100,2,2,2003,,1,1,,,1,,0,1,0,0,0,6,1,e,2,1,1,3,2,2,6,6,2,2,4,3
296081218,2960812,60,170,2,2,1997,,1,1,,,1,,1,1,0,0,0,15,1,e,2,2,1,3,2,2,6,6,1,2,3,3
296081201,2960812,55,100,2,9,1931,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,1,3,2,2,6,6,2,2,3,3
296081216,2960812,40,80,2,2,2004,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,3,3
296081217,2960812,140,320,2,2,2011,,1,1,,,1,,2,1,0,0,1,16,1,e,2,1,2,3,2,2,6,6,1,2,3,3
296081219,2960812,84,220,2,2,2007,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,1,2,2,2,6,6,1,2,4,3
296081220,2960812,80,225,2,9,1947,,1,1,,,1,,1,1,0,0,0,15,1,e,2,1,2,3,2,2,6,6,1,2,4,3
296081213,2960812,154,290,2,2,2008,,1,1,,,1,,4,2,0,0,1,16,1,e,2,1,1,3,2,2,6,6,1,2,3,3
296081206,2960812,100,350,2,2,2008,,1,1,,,1,,2,1,0,0,0,15,1,e,2,1,2,3,2,2,6,6,1,2,4,3
296081211,2960812,50,80,2,2,2006,,1,1,,,1,,1,1,0,0,0,10,1,e,2,1,1,3,2,2,6,6,1,2,3,3
296081208,2960812,100,400,2,2,2000,,1,1,,,1,,3,1,0,0,0,15,1,e,2,1,1,2,2,2,2,6,1,2,3,3
296081210,2960812,96,256,2,2,1997,,1,1,,,1,,1,0,0,0,0,10,1,e,2,1,1,3,2,2,2,6,1,2,3,3
296081207,2960812,100,250,2,3,1989,,1,1,,,1,,2,1,0,0,0,10,1,e,2,1,1,2,2,2,2,6,1,2,4,3
298631113,2986311,20,500,2,2,1999,,1,1,,,2,1,1,1,1,0,0,,1,e,2,1,1,3,2,2,2,6,2,2,5,1
298631120,2986311,30,100,2,2,2001,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,2,3,2,2,2,2,2,2,5,1
298631110,2986311,30,100,2,2,2006,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,6,6,2,2,4,3
298631118,2986311,160,500,2,1,2007,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,6,6,1,2,3,3
298631111,2986311,40,100,2,2,2007,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,6,6,2,2,4,2
298631107,2986311,120,500,2,3,1998,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,3
298631123,2986311,90,260,2,1,2000,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,2
298631106,2986311,130,500,2,1,2003,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,2
298631102,2986311,130,400,2,1,2005,,1,1,,,2,1,3,1,1,1,0,,1,e,2,1,1,3,2,2,2,2,1,2,3,3
298631114,2986311,65,260,2,2,1997,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,2,3,2,2,2,2,2,2,3,3
298631115,2986311,100,320,2,1,2001,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,2,2,4,3
298631116,2986311,35,80,2,2,2006,,1,1,,,2,1,1,1,1,0,0,,1,e,2,1,1,3,2,2,6,6,2,2,5,2
298631119,2986311,80,300,2,2,1990,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,3
298631117,2986311,200,500,2,2,2000,,1,1,,,2,1,3,1,1,1,0,,1,e,2,1,1,3,2,2,6,2,2,2,4,3
298631103,2986311,85,300,1,1,1997,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,3
298631112,2986311,50,100,2,2,1985,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,3,3
298631105,2986311,96,270,2,1,2006,,1,1,,,2,1,2,2,11,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,3,3
298631122,2986311,60,120,2,1,2001,,1,1,,,2,1,1,1,1,0,0,,1,e,2,1,1,3,2,2,6,6,2,2,4,2
298631121,2986311,100,300,2,2,1986,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,2,2,4,3
298631109,2986311,48,600,2,2,1980,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,2,2,4,2
298631101,2986311,156,600,2,1,1996,,1,2,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,2
298631104,2986311,70,500,2,2,1985,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,2
298631108,2986311,120,500,2,2,1996,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,3
298631205,2986312,100,400,2,2,1995,,1,1,,,2,1,3,0,1,1,0,,1,e,2,1,1,2,2,1,,5,1,2,1,3
298631213,2986312,80,400,2,2,1993,,1,1,,,2,1,4,2,1,0,0,,1,e,2,2,2,3,2,1,,6,1,2,3,3
298631219,2986312,70,400,2,2,1997,,1,1,,,2,1,2,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,2,4
298631207,2986312,80,600,2,2,1996,,1,1,,,2,1,2,2,1,0,0,,1,e,2,1,1,3,2,2,2,6,1,2,2,3
298631214,2986312,90,150,2,9,1995,,1,1,,,2,1,2,1,1,0,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,4
298631201,2986312,64,190,2,2,2002,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,5,3
298631223,2986312,80,100,2,2,1977,,1,1,,,2,1,2,2,1,0,0,,1,e,2,1,1,3,2,2,2,6,2,2,3,3
298631202,2986312,50,150,2,9,1971,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,1,,6,2,2,4,2
298631208,2986312,20,120,2,9,1976,,1,1,,,2,1,1,1,1,0,0,,1,e,2,2,1,3,2,2,2,6,1,2,3,3
298631210,2986312,100,200,2,2,2007,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,2,4
298631221,2986312,80,289,2,2,1986,,1,1,,,2,1,2,2,1,1,0,,1,e,2,2,1,3,2,1,,5,1,2,1,3
298631225,2986312,120,400,2,2,1997,,1,1,,,2,1,3,2,1,0,0,,1,e,2,1,1,3,2,2,2,6,2,2,5,2
298631217,2986312,10,400,2,2,2003,,1,1,,,2,1,1,1,0,0,0,50,1,e,2,2,1,3,2,2,2,6,1,2,4,3
298631204,2986312,80,400,2,9,1993,,1,1,,,2,1,2,2,1,0,0,,1,e,2,1,1,3,2,2,2,6,2,2,3,2
298631203,2986312,80,400,2,2,1990,,1,1,,,2,1,2,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,2,2,3,3
298631220,2986312,50,300,2,9,1983,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,6,6,2,2,3,3
298631206,2986312,d,d,2,2,1998,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,2,2,1,,5,2,2,5,1
298631211,2986312,40,120,2,9,1920,,1,1,,,2,1,2,1,1,0,0,,1,e,2,1,1,3,2,2,2,6,1,2,5,2
298631218,2986312,200,500,2,2,2003,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,2,3
298631222,2986312,100,250,2,2,2004,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,2,2,2,2,5,1,2,3,2
298631212,2986312,140,300,2,2,1997,,1,1,,,2,1,4,3,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,1,4
298631216,2986312,80,270,2,2,2010,,1,1,,,2,1,2,2,1,0,0,,1,e,2,1,1,3,2,2,5,6,1,2,5,4
298631209,2986312,40,40,2,2,2008,,1,1,,,2,1,3,2,1,0,0,,1,e,2,1,1,3,2,2,5,6,1,2,4,3
298631224,2986312,100,400,2,2,2001,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,6,1,2,4,2
298631215,2986312,64,256,2,9,1985,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,4,2
298631328,2986313,200,400,2,2,2000,,1,2,,,1,,3,1,1,1,0,,1,e,2,1,1,2,2,2,2,5,2,1,3,3
298631303,2986313,100,150,2,2,1988,,2,,2,2,2,1,3,2,1,1,0,,1,e,1,1,1,3,2,2,2,5,1,2,2,5
298631309,2986313,140,200,2,1,1999,,1,2,,,2,1,2,1,1,1,0,,1,e,2,1,1,2,2,2,3,5,2,1,2,3
298631305,2986313,200,400,2,2,2003,,1,1,,,2,1,4,2,1,1,0,,1,e,2,1,1,3,2,2,1,5,2,2,3,4
298631326,2986313,180,300,2,2,1998,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,5,2,2,2,4
298631316,2986313,100,240,2,2,2003,,1,1,,,2,1,3,2,1,0,0,,1,e,2,1,1,3,2,2,2,4,2,2,3,3
298631321,2986313,80,200,2,2,1984,,1,1,,,2,1,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,3,3
298631310,2986313,230,300,2,2,1998,,1,1,,,2,1,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,2,4
298631315,2986313,60,100,2,2,1984,,1,1,,,2,1,1,1,1,1,0,,1,e,2,1,2,3,2,2,2,5,2,2,3,3
298631311,2986313,200,400,1,2,1985,,1,1,,,2,1,4,3,2,1,0,,1,e,2,1,1,1,2,2,2,1,2,2,2,3
298631323,2986313,200,480,2,1,1998,,2,,1,,2,1,12,4,1,1,12,,1,e,2,1,1,2,2,1,,5,1,1,2,4
298631319,2986313,280,300,2,2,1988,,1,1,,,2,2,3,2,1,1,0,,1,e,2,1,1,3,2,2,2,4,1,1,3,3
298631327,2986313,100,132,2,2,2001,,1,2,,,1,,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,5,1,2,3,3
298631302,2986313,64,300,2,2,1985,,1,1,,,2,1,2,2,1,0,0,,1,e,2,1,1,3,2,2,2,6,2,2,3,3
298631320,2986313,80,300,2,2,2003,,1,1,,,2,1,2,2,1,1,0,,1,e,2,1,1,3,2,2,2,5,2,2,3,3
298631301,2986313,96,224,2,2,2008,,1,1,,,2,1,2,2,1,1,0,,1,e,2,1,1,3,2,1,,4,1,2,2,4
